timestamp,oxygen_saturation_by_minute
2022-06-01 01:39:30+02:00,93.1
2022-06-01 01:40:30+02:00,93.5
2022-06-01 01:41:30+02:00,94.6
2022-06-01 01:42:30+02:00,95.2
2022-06-01 01:43:30+02:00,95.3
2022-06-01 01:44:30+02:00,95.6
2022-06-01 01:45:30+02:00,95.5
2022-06-01 01:46:30+02:00,95.6
2022-06-01 01:47:30+02:00,95.9
2022-06-01 01:48:30+02:00,95.8
2022-06-01 01:49:30+02:00,96.7
2022-06-01 01:50:30+02:00,96.9
2022-06-01 01:51:30+02:00,96.9
2022-06-01 01:52:30+02:00,96.9
2022-06-01 01:53:31+02:00,97.1
2022-06-01 01:54:31+02:00,95.4
2022-06-01 01:55:31+02:00,96.5
2022-06-01 01:56:31+02:00,97.6
2022-06-01 01:57:31+02:00,96.6
2022-06-01 01:58:31+02:00,96.8
2022-06-01 01:59:32+02:00,97.0
2022-06-01 02:00:32+02:00,97.6
2022-06-01 02:00:32+02:00,97.6
2022-06-01 02:01:32+02:00,98.1
2022-06-01 02:02:32+02:00,97.2
2022-06-01 02:03:32+02:00,96.7
2022-06-01 02:04:32+02:00,96.5
2022-06-01 02:05:32+02:00,96.2
2022-06-01 02:06:32+02:00,95.3
2022-06-01 02:07:33+02:00,95.8
2022-06-01 02:08:33+02:00,96.6
2022-06-01 02:09:33+02:00,95.9
2022-06-01 02:10:33+02:00,95.6
2022-06-01 02:11:33+02:00,50.0
2022-06-01 02:12:33+02:00,93.9
2022-06-01 02:13:33+02:00,93.5
2022-06-01 02:14:34+02:00,94.0
2022-06-01 02:15:34+02:00,93.5
2022-06-01 02:16:34+02:00,93.1
2022-06-01 02:17:34+02:00,92.2
2022-06-01 02:18:34+02:00,91.3
2022-06-01 02:19:34+02:00,93.3
2022-06-01 02:20:34+02:00,92.5
2022-06-01 02:21:35+02:00,91.8
2022-06-01 02:22:35+02:00,90.6
2022-06-01 02:23:35+02:00,90.6
2022-06-01 02:24:35+02:00,90.3
2022-06-01 02:25:35+02:00,89.9
2022-06-01 02:26:35+02:00,89.3
2022-06-01 02:27:36+02:00,89.5
2022-06-01 02:28:36+02:00,88.8
2022-06-01 02:29:36+02:00,88.5
2022-06-01 02:30:36+02:00,88.3
2022-06-01 02:31:36+02:00,89.0
2022-06-01 02:32:36+02:00,89.2
2022-06-01 02:33:36+02:00,89.6
2022-06-01 02:34:37+02:00,90.4
2022-06-01 02:35:37+02:00,90.6
2022-06-01 02:36:37+02:00,50.0
2022-06-01 02:37:37+02:00,91.6
2022-06-01 02:38:37+02:00,91.8
2022-06-01 02:39:37+02:00,91.2
2022-06-01 02:40:37+02:00,90.1
2022-06-01 02:41:38+02:00,90.5
2022-06-01 02:42:38+02:00,89.8
2022-06-01 02:43:38+02:00,89.5
2022-06-01 02:44:38+02:00,89.1
2022-06-01 02:45:38+02:00,89.5
2022-06-01 02:46:38+02:00,89.1
2022-06-01 02:47:38+02:00,89.7
2022-06-01 02:48:39+02:00,88.9
2022-06-01 02:49:39+02:00,88.7
2022-06-01 02:50:39+02:00,89.6
2022-06-01 02:51:39+02:00,89.2
2022-06-01 02:52:39+02:00,88.9
2022-06-01 02:53:39+02:00,88.6
2022-06-01 02:54:39+02:00,88.4
2022-06-01 02:55:40+02:00,88.1
2022-06-01 02:56:40+02:00,88.1
2022-06-01 02:57:40+02:00,87.8
2022-06-01 02:58:40+02:00,87.8
2022-06-01 02:59:40+02:00,87.5
2022-06-01 03:00:40+02:00,87.6
2022-06-01 03:01:40+02:00,87.9
2022-06-01 03:02:41+02:00,88.2
2022-06-01 03:03:41+02:00,88.4
2022-06-01 03:04:41+02:00,88.7
2022-06-01 03:05:41+02:00,88.8
2022-06-01 03:06:41+02:00,89.2
2022-06-01 03:07:41+02:00,89.8
2022-06-01 03:08:41+02:00,90.1
2022-06-01 03:09:42+02:00,90.3
2022-06-01 03:10:42+02:00,90.4
2022-06-01 03:11:42+02:00,90.5
2022-06-01 03:12:42+02:00,90.3
2022-06-01 03:13:42+02:00,90.1
2022-06-01 03:14:42+02:00,89.9
2022-06-01 03:15:43+02:00,89.8
2022-06-01 03:16:43+02:00,89.6
2022-06-01 03:17:43+02:00,89.5
2022-06-01 03:18:43+02:00,50.0
2022-06-01 03:19:43+02:00,91.0
2022-06-01 03:20:43+02:00,50.0
2022-06-01 03:21:43+02:00,92.6
2022-06-01 03:22:44+02:00,93.4
2022-06-01 03:23:44+02:00,94.6
2022-06-01 03:24:44+02:00,95.0
2022-06-01 03:25:44+02:00,94.7
2022-06-01 03:26:44+02:00,94.3
2022-06-01 03:27:44+02:00,94.2
2022-06-01 03:28:44+02:00,94.1
2022-06-01 03:29:45+02:00,94.5
2022-06-01 03:30:45+02:00,94.6
2022-06-01 03:31:45+02:00,94.7
2022-06-01 03:32:45+02:00,95.0
2022-06-01 03:33:45+02:00,95.2
2022-06-01 03:34:45+02:00,95.2
2022-06-01 03:35:45+02:00,95.3
2022-06-01 03:36:46+02:00,95.2
2022-06-01 03:37:46+02:00,95.1
2022-06-01 03:38:46+02:00,95.1
2022-06-01 03:39:46+02:00,95.2
2022-06-01 03:40:46+02:00,95.4
2022-06-01 03:41:46+02:00,95.6
2022-06-01 03:42:46+02:00,96.2
2022-06-01 03:43:47+02:00,96.2
2022-06-01 03:44:47+02:00,96.1
2022-06-01 03:45:47+02:00,96.1
2022-06-01 03:46:47+02:00,95.6
2022-06-01 03:47:47+02:00,95.4
2022-06-01 03:48:47+02:00,94.9
2022-06-01 03:49:47+02:00,50.0
2022-06-01 03:50:48+02:00,94.0
2022-06-01 03:51:48+02:00,94.8
2022-06-01 03:52:48+02:00,95.5
2022-06-01 03:53:48+02:00,95.9
2022-06-01 03:54:48+02:00,96.0
2022-06-01 03:55:48+02:00,96.1
2022-06-01 03:56:49+02:00,95.6
2022-06-01 03:57:49+02:00,95.4
2022-06-01 03:58:49+02:00,95.7
2022-06-01 03:59:49+02:00,95.7
2022-06-01 04:00:49+02:00,95.6
2022-06-01 04:01:49+02:00,95.6
2022-06-01 04:02:49+02:00,50.0
2022-06-01 04:03:49+02:00,50.0
2022-06-01 04:04:50+02:00,50.0
2022-06-01 04:05:50+02:00,93.9
2022-06-01 04:06:50+02:00,91.8
2022-06-01 04:07:50+02:00,91.3
2022-06-01 04:08:50+02:00,90.5
2022-06-01 04:09:50+02:00,89.8
2022-06-01 04:10:50+02:00,88.9
2022-06-01 04:11:51+02:00,88.3
2022-06-01 04:12:51+02:00,87.7
2022-06-01 04:13:51+02:00,87.0
2022-06-01 04:14:51+02:00,86.7
2022-06-01 04:15:51+02:00,86.8
2022-06-01 04:16:51+02:00,89.3
2022-06-01 04:17:52+02:00,90.6
2022-06-01 04:18:52+02:00,91.3
2022-06-01 04:19:52+02:00,50.0
2022-06-01 04:20:52+02:00,91.5
2022-06-01 04:21:52+02:00,92.4
